#x               numerical u     analytic u
0.919162       0.0791492       0.0807782
0.92016       0.0781601       0.0797812
0.921158       0.077171       0.0787843
0.922156       0.076182       0.0777873
0.923154       0.0751929       0.0767903
0.924152       0.0742038       0.0757933
0.92515       0.0732147       0.0747963
0.926148       0.0722256       0.0737993
0.927146       0.0712365       0.0728023
0.928144       0.0702473       0.0718053
0.929142       0.0692582       0.0708083
0.93014       0.068269       0.0698112
0.931138       0.0672799       0.0688142
0.932136       0.0662907       0.0678171
0.933134       0.0653015       0.06682
0.934132       0.0643123       0.0658229
0.93513       0.0633232       0.0648259
0.936128       0.0623339       0.0638288
0.937126       0.0613447       0.0628317
0.938124       0.0603555       0.0618345
0.939122       0.0593663       0.0608374
0.94012       0.0583771       0.0598403
0.941118       0.0573878       0.0588432
0.942116       0.0563986       0.057846
0.943114       0.0554093       0.0568489
0.944112       0.05442       0.0558517
0.94511       0.0534308       0.0548545
0.946108       0.0524415       0.0538573
0.947106       0.0514522       0.0528602
0.948104       0.0504629       0.051863
0.949102       0.0494736       0.0508658
0.9501       0.0484843       0.0498686
0.951098       0.0474949       0.0488713
0.952096       0.0465056       0.0478741
0.953094       0.0455163       0.0468769
0.954092       0.0445269       0.0458796
0.95509       0.0435376       0.0448824
0.956088       0.0425482       0.0438852
0.957086       0.0415588       0.0428879
0.958084       0.0405695       0.0418906
0.959082       0.0395801       0.0408934
0.96008       0.0385907       0.0398961
0.961078       0.0376013       0.0388988
0.962076       0.0366119       0.0379015
0.963074       0.0356225       0.0369042
0.964072       0.0346331       0.0359069
0.96507       0.0336437       0.0349096
0.966068       0.0326543       0.0339123
0.967066       0.0316648       0.0329149
0.968064       0.0306754       0.0319176
0.969062       0.0296859       0.0309203
0.97006       0.0286965       0.0299229
0.971058       0.027707       0.0289256
0.972056       0.0267176       0.0279282
0.973054       0.0257281       0.0269308
0.974052       0.0247386       0.0259335
0.97505       0.0237491       0.0249361
0.976048       0.0227597       0.0239387
0.977046       0.0217702       0.0229413
0.978044       0.0207807       0.0219439
0.979042       0.0197912       0.0209465
0.98004       0.0188017       0.0199491
0.981038       0.0178121       0.0189517
0.982036       0.0168226       0.0179543
0.983034       0.0158331       0.0169569
0.984032       0.0148436       0.0159595
0.98503       0.013854       0.014962
0.986028       0.0128645       0.0139646
0.987026       0.0118749       0.0129672
0.988024       0.0108854       0.0119697
0.989022       0.00989584       0.0109723
0.99002       0.00890627       0.00997482
0.991018       0.00791671       0.00897736
0.992016       0.00692714       0.0079799
0.993014       0.00593756       0.00698243
0.994012       0.00494798       0.00598495
0.99501       0.00395839       0.00498747
0.996008       0.0029688       0.00398999
0.997006       0.00197921       0.0029925
0.998004       0.000989605       0.001995
